company,year,sentMails,receivedMails,RelationshipQuotient
energymarketers.com,1999,2,\N,0
energymarketers.com,2002,\N,1,0
energymarketsolutions.com,2001,\N,1,0
energynewslive.com,2000,\N,3,0
energynewslive.com,2001,\N,14,0
energypromotion.net,2002,\N,1,0
energyresume.com,2001,\N,1,0
energyseminars.com,2002,\N,1,0
energyspectrum.com,2001,\N,1,0
energyusa.com,2000,6,\N,0
energyvg.com,2001,\N,3,0
enernetok.com,2000,\N,26,0
enerteccon.com,2000,2,\N,0
enerx.com,2000,6,\N,0
enews.buy.com,2001,\N,58,0
enform.com,2000,\N,12,0
eng.sun.com,2001,5,\N,0
eng.umd.edu,2000,3,\N,0
engageenergy.com,2000,33,\N,0
engageenergy.com,2001,10,\N,0
engelhard.com,2001,2,\N,0
engeng.sun.com,2001,8,\N,0
english.umass.edu,2002,\N,1,0
engr.wisc.edu,2000,5,\N,0
enigma.rsc01.com,2001,\N,1,0
enlineenergy.com,2001,2,\N,0
enlineresources.com,2000,5,\N,0
enlineresources.com,2001,4,\N,0
enogex.com,2001,1,\N,0
enporion.com,2001,\N,5,0
enro.com,2000,3,\N,0
enron.c,2001,8,\N,0
enron.co,2000,2,\N,0
enron.co.uk,1999,6,\N,0
enron.co.uk,2000,19,\N,0
enron.co.uk,2001,3,\N,0
enron.colm,2001,8,\N,0
enron.com,\N,2,\N,0
enron.com,1,201,\N,0
enron.com,2,56,\N,0
enron.com,1979,1415,\N,0
enron.com,1998,176,\N,0
enron.com,1999,28237,\N,0
enron.com,2000,800100,\N,0
enron.com,2001,1493684,\N,0
enron.com,2002,180185,\N,0
enron.com.enron.net,2000,2,\N,0
enron.com>,2,1,\N,0
enron.com>,2001,11219,\N,0
enron.com>,2002,2587,\N,0
enron.coml,2001,6,\N,0
enron.ene.karen,2000,2,\N,0
enron.enron.net,2000,2,\N,0
enron.net,1979,1,\N,0
enron.net,1999,4,\N,0
enron.net,2000,510,\N,0
enron.net,2001,745,\N,0
"enron.net""@enron.com>",2001,1,\N,0
enron.netedward.ondarza,2001,3,\N,0
enron.nt,2000,2,\N,0
enroncommunications.nt.ect.enron.com.enron.net,2000,2,\N,0
enronfm.com,2001,28,\N,0
enronl.com,2000,2,\N,0
enronline.com,2000,2,\N,0
enrononline.com,2000,12,\N,0
enrononline.com,2001,8,\N,0
enronxgate.enron.enron.net,2001,5,\N,0
enroon.com,2001,3,\N,0
enrron.com,2000,2,\N,0
enserco.com,2000,3,\N,0
entergy.co.uk,2001,\N,1,0
entergy.com,1999,2,\N,0
entergy.com,2002,\N,17,0
entertainment-email.com,2001,\N,1,0
entertainment.com,2001,\N,2,0
entouch.net,2001,\N,1,0
entrix.com,2000,3,\N,0
entropia.com.pl,2001,4,\N,0
entrustcapital.com,2001,\N,2,0
enventenergy.com,2001,1,\N,0
enventure.com,2001,\N,3,0
enviroconsystems.com,2001,\N,1,0
eob.ca.gov,2001,\N,3,0
eogresources.com,2002,\N,1,0
eol.com,2001,1,\N,0
eon.dk,2001,\N,1,0
eoot.com,2001,3,\N,0
eott.co,2000,2,\N,0
epagenet.net,2001,2,\N,0
epcor.ca,2002,5,\N,0
epeelectric.com,2002,1,\N,0
epenergy.com,1999,6,\N,0
epenergy.cpm,2000,6,\N,0
epicurious.com,2001,\N,3,0
epis.com,2000,\N,3,0
epis.com,2002,\N,1,0
episa.ch,2000,3,\N,0
eplanning.com,2000,\N,3,0
epoch.com,2000,\N,3,0
eprime.com,2002,2,\N,0
eprocessingnetwork.com,2001,\N,1,0
eprod.com,2002,1,\N,0
epsa.org,1999,12,\N,0
epsilon.com,2000,4,\N,0
eqt.com,2000,9,\N,0
equidex.com,2001,\N,1,0
equilon.com,2000,3,\N,0
equiserve.com,2002,\N,1,0
equityalert.com,2000,\N,77,0
equityalert.com,2001,\N,4,0
equityinternational.tv,2001,\N,1,0
equityinternational.tv,2002,\N,1,0
equityoffice.com,2001,\N,2,0
equitysb.com,2002,\N,1,0
equiva.com,2000,284,\N,0
equiva.net,2001,3,\N,0
equuscap.com,2000,3,\N,0
equva.com,2001,3,\N,0
ercot-iso.com,2000,\N,6,0
ercot-iso.com,2001,\N,5,0
ercot.com,2000,\N,46,0
ercot.com,2002,\N,33,0
erehab.com,2000,3,\N,0
erewards.com,2002,\N,6,0
erienet.net,2000,\N,3,0
erisk.com,2002,1,\N,0
erisks.com,2000,2,\N,0
ermsw.com,2001,1,\N,0
ernon.com,2001,20,\N,0
erols.com,1999,16,\N,0
erols.com,2002,\N,1,0
es.adp.com,2001,\N,1,0
esc17.net,2001,2,\N,0
escriptions.roi1.net,2001,\N,2,0
escriptions.roi1.net,2002,\N,3,0
esisf.com,2002,\N,1,0
eskridge.net,2000,\N,19,0
eskridge.net,2001,\N,2,0
eslawfirm.com,2001,\N,19,0
esoterica.pt,2002,\N,1,0
esource.com,2001,\N,2,0
esp-net.com,2001,\N,2,0
espeed.com,2000,18,\N,0
espeed.com,2001,\N,2,0
espn.go.com,2000,\N,3,0
espn.go.com,2001,\N,11,0
espn.go.com,2002,\N,8,0
esprocket.com,2000,2,\N,0
essential-energy.com,2002,\N,1,0
esttrading.com,2001,\N,1,0
esummary.info.aa.com,2002,\N,2,0
esurvey.0mm.com,2000,\N,3,0
esurvey.0mm.com,2001,\N,14,0
esxengineering.com,2001,\N,1,0
eszett.de,2001,\N,1,0
et.pge.com,1999,18,\N,0
etol.co.uk,2000,16,\N,0
etoyotas.com,2001,\N,6,0
etoys.reply.tm0.com,2001,\N,2,0
etrade.0mm.com,2000,\N,53,0
etrade.0mm.com,2001,\N,18,0
etrade.0mm.com,2002,\N,1,0
etrade.com,2000,\N,4,0
etrade.com,2001,\N,36,0
etrade.com,2002,\N,1,0
etradebank.0mm.com,2002,\N,1,0
ets.org,2001,3,\N,0
etu.ucl.ac.be,2001,\N,1,0
eubanks-architects.com,2000,23,\N,0
eubanks-architects.com,2001,3,\N,0
eubusiness.com,2001,\N,8,0
eudoramail.com,2001,\N,16,0
eudoramail.com,2002,\N,9,0
eul.net,2000,2,\N,0
euler.berkeley.edu,2000,5,\N,0
euler.berkeley.edu,2001,2,\N,0
eurasiagroup.net,2001,6,\N,0
eurofinance.co.uk,2002,\N,1,0
euromoney.com,2001,\N,6,0
euromoney.com,2002,\N,4,0
euromoneypic.com,2000,4,\N,0
euromoneyplc.com,2000,\N,12,0
euromoneyplc.com,2001,\N,7,0
euromoneyplc.com,2002,\N,2,0
europa.com,2001,25,\N,0
europe.com,2001,\N,1,0
ev1.net,1999,22,\N,0
evelocity.com,2000,3,\N,0
eventamerica.com,2001,\N,1,0
ever2.beontarget.com,2001,\N,4,0
ever2.beontarget.com,2002,\N,2,0
eversave.rgc2.net,2001,\N,3,0
evi.net,2002,\N,1,0
evineyard.com,2001,\N,1,0
evite.citysearch.com,2001,\N,3,0
evite.com,2000,\N,3,0
evokesoft.com,2001,\N,1,0
evolve.com,2001,3,\N,0
evote.com,2001,\N,1,0
eweb.eugene.or.us,2000,12,\N,0
eweb.or.us,2000,2,\N,0
ewingcc.com,2000,16,\N,0
ewingcc.com,2002,1,\N,0
ex-sp.com,2002,\N,2,0
excambria.com,2002,\N,1,0
excel.com,2000,3,\N,0
excelcomm.com,2001,\N,2,0
excelergy.com,2002,\N,2,0
excellus.com,2002,\N,1,0
excelonline.com,2000,59,\N,0
exchange.appl.ge.com,2001,\N,3,0
exchange.fullerton.edu,2000,2,\N,0
exchange.ml.com,1999,12,\N,0
excite.com,2000,23,\N,0
excitecorp.com,2001,\N,3,0
excitie.com,2001,\N,1,0
executiveboard.com,2000,2,\N,0
exelonis.com,2001,\N,1,0
exodus.net,2000,\N,15,0
exodusenergy.com,2001,\N,2,0
exolink.com,2002,\N,7,0
expatriatezone.com,2000,\N,3,0
expedia.com,2000,\N,5,0
expedia.com,2001,\N,13,0
expedia.com,2002,\N,1,0
expedia.customer-email.com,2000,\N,26,0
expedia.customer-email.com,2001,\N,87,0
expedia.customer-email.com,2002,\N,17,0
expedia.uk.customer-email.com,2002,\N,1,0
experio.com,2001,2,\N,0
explore1.llbean.com,2001,\N,10,0
exponentialec.com,2002,\N,1,0
expresscustomtailors.com,2001,2,\N,0
external.flipsidemail.com,1,\N,2,0
extra.hu,2002,\N,1,0
exxon.com,2000,7,\N,0
exxon.sprint.com,1999,32,\N,0
exxon.sprint.net,2000,2,\N,0
eyefoenergy.com,2002,\N,5,0
eyeforenergy.com,2001,\N,14,0
ezboard.com,2001,\N,3,0
ezlinksgolf.com,2001,\N,1,0
f1trading.com,2001,\N,1,0
fablaw.com,2000,2,\N,0
fac.com,2000,\N,6,0
facstaff.wisc.edu,2002,\N,2,0
factiva.com,2001,\N,1,0
factiva.rsc01.com,2001,\N,13,0
fairair.com,2001,\N,12,0
fairfield.k12.ia.us,2000,2,\N,0
fairfield.k12.ia.us,2001,4,\N,0
fairisaac.com,1999,\N,16,0
fame.com,2000,\N,6,0
fame.com,2001,\N,4,0
family.net,2001,\N,2,0
familywonder.com,2001,\N,3,0
fanbuzz.com,2001,\N,1,0
fanniemae.com,2000,2,\N,0
fanniemaefoundation.org,2000,2,\N,0
fanshack.com,2000,\N,2,0
fansonly.com,2001,\N,6,0
fansonly.com,2002,\N,5,0
fantasygames.go.com,2001,\N,1,0
fantasygames.go.com,2002,\N,1,0
fas.harvard.edu,2000,\N,6,0
fas.harvard.edu,2002,\N,1,0
fastband.com,2001,3,\N,0
fastcompany.com,2001,\N,4,0
fastfreenews.com,2002,\N,10,0
fastlanestudios.com,2002,\N,1,0
fastpacket.net,2000,\N,3,0
fastweb.com,2001,\N,12,0
fastwebmail.com,2001,\N,8,0
fatbrain.com,2001,\N,1,0
fbcc.com,2002,\N,1,0
fbclj.org,2000,8,\N,0
fbg.net,2001,\N,5,0
fbi.gov,2002,1,\N,0
fbm.com,2001,\N,2,0
fc.com,2000,2,\N,0
fc.uhaul.com,2001,\N,1,0
fcinc.cc,2001,1,\N,0
fcine.com,2001,1,\N,0
fctg.com,2000,108,\N,0
fctg.com,2001,73,\N,0
fds.com,2000,\N,6,0
fea.com,2002,\N,2,0
feargreed.com,2001,\N,6,0
feargreed.com,2002,\N,4,0
fedex.com,2000,7,\N,0
fedex.com,2001,1,\N,0
fednav.com,2000,\N,3,0
feedback.iwon.com,2001,\N,5,0
femjtbmo.yahoo.com,2001,\N,1,0
ferguslex.com,2000,3,\N,0
ferguslex.com,2001,\N,2,0
ffcadopt.com,2001,2,\N,0
fftw.com,2002,\N,1,0
fginc.com,2000,\N,3,0
fhlbtopeka.com,2000,\N,3,0
fiafii.org,2001,\N,2,0
fiberia.com,2001,\N,1,0
fibrogen.com,2002,\N,1,0
fibtrader.com,2001,\N,4,0
fidalgo.net,2002,\N,2,0
fidelity2.m0.net,2002,\N,1,0
fidlar.com,2000,9,\N,0
fimi.com,2001,\N,1,0
fina.com,2000,3,\N,0
financetrainer.com,2000,4,\N,0
financialengines.0mm.com,2002,\N,1,0
financialmarketadvisor.com,2002,\N,5,0
financialweb.com,2001,\N,1,0
financier.com,2001,\N,1,0
fincad.com,2002,\N,1,0
findlaw.com,2001,\N,2,0
finfrock.cc,2001,\N,1,0
finmath.com,1999,1,\N,0
firstcallassociates.com,2000,3,\N,0
firstconf.com,2001,\N,20,0
firstconf.com,2002,\N,11,0
firstdatacorp.com,2001,1,\N,0
firstdownsports.com,1,\N,5,0
firstdownsports.com,2001,\N,4,0
firstenergycorp.com,2000,4,\N,0
firstrate.com,2000,4,\N,0
firstrate.com,2001,5,\N,0
firstunion1.com,2002,\N,3,0
firstworld.com,2000,2,\N,0
firstworld.com,2001,2,\N,0
firstworld.net,2000,\N,24,0
fitchratings.com,2000,10,\N,0
fitrx.com,2001,\N,7,0
fitrx.com,2002,\N,14,0
fiu.edu,2002,\N,1,0
fix.net,2001,\N,1,0
fkmagency.com,2001,1,\N,0
flagtelecom.com,2001,4,\N,0
flash.net,1999,8,\N,0
flash.net,2002,\N,8,0
flashmail.com,2001,\N,8,0
flatonia-tx.com,2001,1,\N,0
fleet-fbcc.com,2002,\N,1,0
fleishman.com,2000,7,\N,0
flemingsystems.com,2001,\N,3,0
fletcher.alumlink.com,2001,\N,2,0
flfw.com,2000,2,\N,0
flgas.com,2001,3,\N,0
flint-energy.com,2001,10,\N,0
flint-energy.com,2002,2,\N,0
florida1.com,2001,1,\N,0
flow-zone.com,2001,\N,1,0
flowgo.com,2001,\N,42,0
flowgo.com,2002,\N,1,0
flowserve.com,2000,4,\N,0
flsdlaw.com,2001,\N,1,0
fluorcorporation.com,1999,6,\N,0
flyashdirect.com,2001,\N,4,0
flycheap.com,2000,\N,3,0
flyfrontier.com,2002,\N,2,0
fmcti.com,2002,1,\N,0
fmginy.com,2000,7,\N,0
fmginy.com,2001,7,\N,0
fms2000.com,2001,3,\N,0
fmsbonds.com,2001,\N,1,0
fna.com,2001,1,\N,0
focal.com,2000,59,\N,0
focuscapital.com,2001,1,\N,0
focusgroup.net,2001,\N,1,0
focusteam.com,2000,\N,2,0
foex.fi,2001,1,\N,0
fogartyklein.com,2000,3,\N,0
folifw1.wepex.com,2001,\N,1,0
fontheiminternational.com,2000,\N,5,0
fool.com,2000,\N,9,0
fool.com,2001,\N,3,0
footballsoftware.com,2002,\N,1,0
footlocker.com,2001,\N,4,0
footlocker.com,2002,\N,1,0
footlocker.rgc2.net,2001,\N,1,0
footlocker.rsc01.com,2001,\N,2,0
forbes.com,2001,\N,1,0
forbes.com,2002,\N,1,0
forddirect.com,2001,\N,2,0
fordham.edu,2000,\N,3,0
fordham.edu,2001,\N,3,0
forensics.com,2000,4,\N,0
foresightllc.com,2001,\N,1,0
foresightps.com,2002,\N,1,0
forex-mg.com,2001,\N,1,0
forexnews.com,2001,\N,30,0
forexnews.com,2002,\N,76,0
forrester.com,2000,\N,9,0
forrester.com,2002,\N,5,0
forrester.com,2004,\N,2,0
fortbend.k12.tx.us,2001,4,\N,0
fortunemail.com,2001,\N,6,0
forum.dk,2001,\N,3,0
foundrychurch.org,2001,4,\N,0
fourj.com,2001,2,\N,0
fox.com,2000,2,\N,0
foxnews.com,2001,1,\N,0
foxsports.com,2001,\N,14,0
foxsports.com,2002,\N,1,0
fp.cibc.com,1999,2,\N,0
fp.edu,2000,104,\N,0
fpc.com,2000,3,\N,0
fpc.com,2001,3,\N,0
fpcusa.com,2001,4,\N,0
fpeusa.com,2001,2,\N,0
fpl.com,1999,\N,1,0
fpl.com,2002,\N,1,0
fpmsi.com,2001,\N,1,0
fpud.com,2002,\N,1,0
framesd.com,2000,\N,3,0
framesd.com,2001,\N,1,0
france-mail.com,2001,\N,2,0
franchiseconceptsinc.com,2000,3,\N,0
frankel.com,2002,\N,1,0
fred.masterpage.com.pl,1999,2,\N,0
free-irewards.com,2001,\N,3,0
free-market.net,2000,\N,5,0
freeaccess.nl,2001,\N,1,0
freeedgar.com,2001,\N,1,0
freeipo.com,1999,\N,3,0
freejokesforyou.com,2001,\N,3,0
freejokesforyou.com,2002,\N,1,0
freemail.co.za,2001,\N,1,0
freemail.hu,1999,\N,1,0
freemail.hu,2001,\N,3,0
freeman-computing.com,2001,\N,1,0
freenet.carleton.ca,2000,\N,3,0
freese.com,2000,5,\N,0
freewweb.com,2001,2,\N,0
frenchx2.com,2002,\N,1,0
freshfields.com,2000,3,\N,0
freshwater.com,2002,\N,1,0
frickart.org,2002,\N,1,0
friedwire.com,2001,\N,104,0
friedwire.com,2002,\N,38,0
frontierinvest.com,2001,\N,2,0
frontiernet.net,2002,\N,1,0
froschtravel.com,2001,3,\N,0
frostsecurities.com,2000,2,\N,0
fryerross.com,2000,2,\N,0
fs.fed.us,2001,\N,3,0
fsa.gov.uk,1999,2,\N,0
fsa.gov.uk,2000,4,\N,0
fsaelgin.org,2002,\N,1,0
fsark.com,2001,\N,1,0
fsbsp.com.br,2000,5,\N,0
fsgllc.com,2001,\N,2,0
fsl.orst.edu,2002,\N,1,0
ft.com,2000,4,\N,0
ft2003.rsm.nl,2001,3,\N,0
ft2003.rsm.nl,2002,1,\N,0
ftc.gov,2000,9,\N,0
ftc.gov,2001,3,\N,0
ftd.com,2001,\N,1,0
ftnetwork.com,2000,1,\N,0
ftpc.fpcusa.com,2001,6,\N,0
fullenweider.com,2002,\N,1,0
fullerton.edu,2001,2,\N,0
fun.playsite.com,2001,\N,4,0
funb.com,2000,2,\N,0
funfreefast.po-1.com,2002,\N,1,0
fuse.net,2002,\N,1,0
futuresindustry.org,2002,\N,5,0
futuresource.com,2000,3,\N,0
fw-law.com,2001,\N,1,0
fwc.com,2001,\N,1,0
fxall.com,2001,\N,1,0
fyi-net.com,2000,2,\N,0
fzci.net,2001,\N,5,0
g1.freshgirlsonline.com,2001,\N,1,0
g2w2.com,2001,2,\N,0
g7.freshgirlsonline.com,2001,\N,1,0
g7group-ny.com,2001,\N,2,0
gaas.pemex.com,2001,1,\N,0
gablelaw.com,2001,2,\N,0
gaclaw.com,2001,1,\N,0
gaganan.com,2001,\N,2,0
gaiam.com,2002,\N,1,0
galena-park.isd.tenet.edu,2000,12,\N,0
galenaparkisd.com,2001,1,\N,0
galerie-haus-schneider.com,2001,\N,2,0
galerie-haus-schneider.de,2001,\N,3,0
galtney.com,2001,5,\N,0
gammaconst.com,2001,5,\N,0
gandalf.otago.ac.nz,2002,\N,1,0
ganib.com,2000,8,\N,0
gaoptions.com,2001,\N,3,0
gap.com,2000,\N,2,0
gap.com,2001,\N,10,0
gap.com,2002,\N,1,0
gap.m0.net,2001,\N,9,0
gap.m0.net,2002,\N,1,0
gap1.m0.net,2001,\N,1,0
gapac.com,2000,3,\N,0
gapac.com,2001,2,\N,0
gardener.com,2001,\N,1,0
gardere.com,2001,16,\N,0
garp.com,2001,\N,16,0
gartner.com,2001,3,\N,0
garygreene.com,2000,\N,12,0
garygreene.com,2001,1,\N,0
gasmark.com,2000,16,\N,0
gasmart.com,2002,\N,15,0
gastrader.net,2001,\N,16,0
gate.net,2001,2,\N,0
gatepoint.net,2002,\N,1,0
gateway.net,1999,2,\N,0
gateway.stcl.edu,2000,\N,3,0
gateway.stcl.edu,2001,\N,2,0
gatherco.com,2000,4,\N,0
gbmdc.com,2001,9,\N,0
gbnuk.com,2001,\N,1,0
gbnuk.com,2002,\N,2,0
gbucs.com,2000,\N,3,0
gc.cuny.edu,2002,\N,1,0
gcal.ac.uk,2002,\N,1,0
gcauniforms.com,2002,\N,1,0
gcc.com,2001,3,\N,0
gcfonline.com,2002,\N,1,0
gcm.com,2000,12,\N,0
gcnet.org,2000,4,\N,0
gcpn.com,2000,8,\N,0
gcpn.com,2001,14,\N,0
gcpud.org,2001,1,\N,0
gcvideo.com,2000,\N,12,0
gdclaw.com,2000,4,\N,0
gdm.com,2000,3,\N,0
geapcs.com,2000,3,\N,0
gecapital.com,1999,\N,2,0
gecapital.com,2000,3,\N,0
gecapital.com,2001,21,\N,0
geelmuyden-kiese.no,2001,1,\N,0
gehh.ge.com,2001,\N,1,0
geico.com,2000,3,\N,0
geico.com,2001,\N,2,0
geico.com,2002,\N,1,0
geicocc.echomail.com,2001,\N,1,0
gejade.com,2001,\N,2,0
gems.gov.bc.ca,2002,1,\N,0
gems8.gov.bc.ca,2002,\N,1,0
gen.pge.com,2000,8,\N,0
genealogy.com,2001,\N,2,0
generonconsulting.com,2001,\N,1,0
genescosports.com,2001,\N,2,0
geneseo.edu,2002,\N,1,0
genesis-park.com,2001,\N,1,0
genesisbusiness.com,2002,\N,1,0
genesiscrudeoil.com,2002,\N,1,0
genphysics.com,2000,3,\N,0
gensler.com,2000,6,\N,0
geonetservices.com,2000,\N,3,0
geophysics.rice.edu,1999,\N,2,0
georgetown.edu,2001,\N,1,0
georgetown.edu,2002,\N,1,0
geosociety.org,2002,\N,1,0
geoswan.com,2001,4,\N,0
gerencia.cmpc.cl,2000,6,\N,0
germanwine.net,2002,1,\N,0
ges-uk.com,2001,1,\N,0
getf.org,2001,\N,1,0
getf.org,2002,\N,1,0
getsmart.reply.tm0.com,2002,\N,1,0
gfigroup.com,2000,4,\N,0
gfinet.com,2002,\N,13,0
gfsmiami.com,2001,\N,1,0
ggfp.com,2001,\N,1,0
ghac.org,2000,3,\N,0
ghbass.com,2000,2,\N,0
ghc.net,2000,8,\N,0
ghc.org,2001,2,\N,0
ghcf.org,2000,\N,9,0
ghcf.org,2001,\N,9,0
ghg.com,2000,4,\N,0
ghg.net,2000,134,\N,0
giant.lib.klte.hu,2000,\N,1,0
gibbs-bruns.com,1979,1,\N,0
gibbs-bruns.com,1999,12,\N,0
gibbs_brun.com,1999,6,\N,0
gibbsbruns.com,2000,2,\N,0
gibbsbruns.com,2001,1,\N,0
gibsondunn.com,2000,\N,2,0
gie.com,2001,\N,1,0
giftbaskets.com,2000,\N,9,0
gifts.redenvelopegifts.com,2001,\N,22,0
gilanet.com,2002,\N,1,0
gilbaneco.com,2001,\N,1,0
gilder.com,2001,\N,6,0
gilder.com,2002,\N,2,0
gildertech.com,2001,\N,8,0
giustizia.it,2002,\N,1,0
giveanything.com,2001,\N,1,0
givenspursley.com,2001,25,\N,0
gj.com,2000,4,\N,0
gkrse-law.com,2001,\N,1,0
gladston.uoregon.edu,2001,4,\N,0
gladstone.uoregon.edu,2000,7,\N,0
gladstone.uoregon.edu,2001,19,\N,0
glasgowmedicalcenter.com,2001,\N,5,0
glay.org,2001,\N,1,0
glazecreek.com,2000,\N,2,0
glencore-us.com,2000,\N,2,0
glencove.com,2002,\N,1,0
glgroup.com,2001,\N,1,0
glmail2.networkpromotion.com,2001,\N,4,0
glo.state.tx.us,2001,5,\N,0
glo.tx.us,2001,2,\N,0
global-change.com,2002,\N,9,0
global.t-bird.edu,2000,3,\N,0
global2000.net,2002,\N,2,0
globalbeach.com,2001,\N,2,0
globalcrossing.com,2001,\N,4,0
globalexchange.org,2002,\N,1,0
globalgreen.org,2001,\N,1,0
globalgreen.org,2002,\N,2,0
globalhobb.net,2002,1,\N,0
globalhobby.net,2002,2,\N,0
globalofficelink.com,2001,\N,1,0
globalone.net,2000,3,\N,0
globalp.com,2001,135,\N,0
globalpartnerships.org,2001,\N,1,0
globalsc.net,2001,\N,1,0
globalvis.com,2001,\N,1,0
glocap.com,2001,\N,13,0
gm20.com,2002,\N,1,0
gmac.com,2001,\N,2,0
gmfus.org,2000,19,\N,0
gmfus.org,2001,6,\N,0
gmsnr.com,2001,9,\N,0
gmssr.com,1979,1,\N,0
gmx.co.uk,2001,\N,1,0
gmx.net,2001,\N,2,0
gnubi.com,2001,2,\N,0
go.com,2000,5,\N,0
go.com,2002,\N,1,0
go.ru,2001,\N,2,0
goalamo.com,2000,\N,6,0
goalamo.com,2001,\N,5,0
godaddy.com,2001,\N,1,0
goemsi.com,2000,\N,3,0
goforthlewis.com,2001,2,\N,0
golfboxx.com,2001,\N,3,0
golfclubexchange.com,2001,\N,1,0
golfq.com,2001,\N,2,0
golfq.com,2002,\N,2,0
gomail.com.ua,2002,\N,1,0
good.com,2001,2,\N,0
goodsonauto.com,2002,\N,1,0
google.com,2001,\N,1,0
gopusa.com,2000,4,\N,0
gopusa.com,2002,\N,21,0
gorge.net,2001,2,\N,0
gorton.senate.gov,2001,25,\N,0
gossipflash.com,2001,\N,10,0
gotoandlearn.com,2001,\N,5,0
gotostrategic.com,2000,2,\N,0
gotostrategic.com,2001,2,\N,0
gov.adv.com,2001,2,\N,0
gov.state.ak.us,2001,1,\N,0
gpch.org,2001,1,\N,0
gpcinternational.com,2001,\N,8,0
gpplp.com,2001,1,\N,0
gr-mailbck.giantreward.com,2002,\N,1,0
gr-mailbck.intervolved.net,2001,\N,5,0
gr-mailbck.mylottomail.com,2002,\N,2,0
grabparts.com,2001,\N,1,0
graceschool.org,2000,10,\N,0
gradfinder.com,2002,\N,7,0
gralegal.com,2000,2,\N,0
gramm.senate.gov,2000,9,\N,0
grammer.de,2000,\N,3,0
grammer.de,2001,\N,1,0
grandecom.com,2001,\N,2,0
grandtarghee.com,2001,\N,1,0
grantthornton.ca,2001,3,\N,0
graphicaljazz.com,2002,\N,1,0
graycary.com,2001,\N,3,0
greatbarriersystems.com,2000,2,\N,0
greatideas.compaq.com,2000,\N,9,0
greenbuilder.com,2000,\N,3,0
greenlining.org,2000,6,\N,0
greenmountain.com,2002,\N,3,0
greenpower.org,2001,1,\N,0
greenwichtech.com,2001,\N,1,0
greenwichtreasury.com,2001,\N,1,0
greenwoodking.com,2000,14,\N,0
greenwoodking.com,2002,\N,1,0
greg.sharp,2001,2,\N,0
gregorycook.com,2001,1,\N,0
grenergy.com,2000,4,\N,0
greynetwork.net,2001,\N,1,0
greystar.com,2001,2,\N,0
griffinllc.com,2000,\N,3,0
griffithenergyproject.com,2002,1,\N,0
grimesfertitta.com,2001,\N,1,0
grizzard.com,2000,2,\N,0
groundzero.net,2001,1,\N,0
group1auto.com,2001,\N,1,0
groupdesigninc.com,2002,\N,1,0
groupvbs.com,2002,\N,2,0
groupwise.swgas.com,2000,\N,9,0
grti.tec.ar.us,2001,\N,4,0
grtn.it,2001,\N,1,0
grupotampico.com.mx,2001,2,\N,0
gs.com,1999,5,\N,0
gsa.gov,2000,2,\N,0
gsb.stanford.edu,2001,\N,9,0
gsb.stanford.edu,2002,\N,1,0
gsb.uchicago.edu,2000,\N,3,0
gsb.uchicago.edu,2002,1,\N,0
gsbvxb.uchicago.edu,2000,\N,3,0
gsdm.com,2001,\N,3,0
gt.pge.com,1999,3,\N,0
gte.net,2002,\N,3,0
gtemail.net,2000,40,\N,0
gtemail.net,2001,2,\N,0
gtis.net,2001,2,\N,0
guanajuato.com,2001,\N,1,0
guava.ease.lsoft.com,2000,\N,9,0
guidestreet.customerassistance.com,2000,\N,2,0
guitarchasers.com,2001,1,\N,0
gulfcoastpipeline.com,2001,10,\N,0
gunder.com,1999,\N,2,0
gunder.com,2000,2,\N,0
gvastrategis.com,2000,3,\N,0
gvec.ney,2001,1,\N,0
gvtucker.com,2001,1,\N,0
gw1.lcra.org,2002,\N,1,0
gw2w.com,2001,2,\N,0
gwbush.com,2000,23,\N,0
gwdg.de,2002,\N,1,0
gwfpower.com,2001,1,\N,0
gwsmtp.priv.aglrsc.com,2002,\N,1,0
gxs.ge.com,2001,2,\N,0
gymboree.com,2002,\N,1,0
h-s.com,2002,1,\N,0
haack.com,2001,\N,1,0
haas.berkeley.edu,1999,\N,158,0
haas.berkeley.edu,2002,\N,1,0
hach.org,2000,6,\N,0
hadw.com,2002,\N,1,0
haglerbailly.com,1999,4,\N,0
hakluyt.co.uk,2001,\N,3,0
hal-pc.org,2000,15,\N,0
halff.com,2001,\N,21,0
hallbargainer.com,2002,\N,2,0
halldata.com,2002,\N,2,0
hallequitiesgroup.com,2001,11,\N,0
halliburton.com,1999,35,\N,0
hallibutron.com,1999,6,\N,0
hampshire.edu,2002,\N,2,0
handspring.4at1.com,2001,\N,2,0
handspring.4at1.com,2002,\N,4,0
handspring.com,2002,\N,1,0
hanglung.com,2001,\N,3,0
hanimail.com,2001,\N,2,0
hanmail.net,2000,\N,1,0
hanmail.net,2002,\N,2,0
hanover-co.com,1999,4,\N,0
hanoverco.com,2000,\N,2,0
hanoverco.com,2001,2,\N,0
haoneil.com,2000,12,\N,0
hapdx.org,2001,1,\N,0
har.com,2000,\N,3,0
hardyenergy.com,2001,25,\N,0
harmony.com,2000,\N,2,0
harmony.com,2001,\N,3,0
harryanddavid.com,2000,\N,4,0
harryanddavid.m0.net,2001,\N,3,0
harrylenkerd.com,2002,1,\N,0
harvard.edu,1999,2,\N,0
harvardgroupintl.com,2001,\N,1,0
harveybuilders.com,2002,\N,2,0
hasson.com,2001,\N,1,0
hatfieldandcompany.com,2001,3,\N,0
hawaii.rr.com,2001,\N,1,0
